handle,found
twisshhaaaa,True
nemesisrecos,True
mami.liz2,True
abbygayle998,True
nixieervra,True
nursemomtalks,True
cee_j30,True
roryyblaire,True
.rooosee25,True
agmupdates,True
estefaniealbaciteybas,True
thenics13,False
loiseink,True
agapearliyshop,False
carminavillarroel17,True
coxobear_,True
anndyosa4,True
productfindsbyasy,True
rosmar.acaiberry.legit,False
hannah060519,True
mommy_nimfa,True
feliziate,True
shineeedee,True
urfav.finds69,True
jhaz_finds,True
khatemekhate003,True
azziahhmia,True
siliqueenofficial,True
wharrbarquilla,True
mommywendymd,True
jenshop025,True
klauz_fitness_official,True
rjaylouise,True
itsmejennychan,True
joanreyes.17,True
missmeljc,True
angelicaarnoza,True
lynparaiso65,True
patringfinds,True
kris_joson,True
ellahgleceal,True
jmpiamonte4,True
leiramarieee,True
kuuuuumo,True
rosendacasaje,True
labsyan01,True
lifewithangelicae,True
ms.jhen42,True
victoriaa_tan,True
solerorea,True
mommyhedy,True
ninnyaaaaaaa,True
nurse.aiz,True
elmaasagra,True
jhonlouiewasawas95,False
yellowcandyace2,True
miimasaur,True
nics.orense01,True
skincarechuchay,True
najat206,True
mommylaarni,True
rhizapaulinecharissepam1,True
renzybalagbag,True
rooossaass,True
solidm07,True
baby_jhoy,True
shopaholic_sister,True
bri_carolino,False
dockilimanguru,True
nurhainieee,True
thisisliezel0,True
sarhahey,True
jaycurioso,True
rhenescano,True
nanooo1026,True
caliisummer,True
kayeannsigno,True
dollydcancerwarrior,True
shoppersvirtual,False
sharlene.sanpedro,True
reynabgl,True
tetaytheatay,False
recosbynesa,True
airabellaaa02,True
findingehl22,True
jhoanagrasya0614,True
misskaaat,True
lia.xx2x,True
marybarrientos,True
marahmarah000,True
ninaviterbo,True
koykolay,True
bluemnyx,True
itsmekitkat_01,True
ashleighdd,True
meilannymancilla,True
22madel,True
kentromightlift,True
jennieeezzyy,True
titobonandfamily,True
lexxofficial1,True
budol_mommyfinds,True
almirham21,True
movieclippp1,True
kionizeee,True
bakshop14,True
gopio081100,True
skinora69,True
_tamuninay,True
paulaliwalas,True
docalwin,True
mommycrislive,True
lukebernaless,True
creamypistachiogelato_,True
hello_itslove,True
yuniz1116,True
jjl_jjl1,True
elleehfindrecos,True
jecelmg,True
healthgratitude,True
kennisnicor,True
itskellycruz,True
roycee.shop,True
cindyloraaa,True
blaisse,True
momshieodille,True
tiktokshop_flashsaleph,True
aya.socials,True
reiseyeee_06,False
happyshop840,True
lhenies,True
flfychm,True
iladongspotted24,True
lovely.anne21,True
ykits_sha,True
recosbycharm,True
kamala_line,True
dockeith2,True
angeliquethelion,True
rainsecrets888,True
s4manalo,True
jennivieo,True
youbeauty_hub,False
_ailavaliente,True
mineme221,True
mariellaaguinaldo,False
reignlei_,True
preah.padilla,True
docaandmommyp,True
richbabydaddygab,True
borjie_,True
jeezwrlddd,True
lo_young,True
wishesph,True
aifunnni,True
chayyyzxzx,True
jordanpalatolon,True
ricaellabondoc,True
uwertw,True
bambyduh,True
danibarrettop,False
queeneemercado,True
hera_queen88,True
walalangto313,False
marvincontentonly,True
monaiza.andalinog,True
ms..black83,True
itsnoemiflores,True
notthistle,True
itsleahso,True
banheilla02,True
kyra.angara,True
trendeezone,False
jesszzaa,True
ceizeleo,True
motherofaly,True
ishia881,True
real_real000011,True
finds_ciaa,True
assortedproductshopping,False
ginataangbading05,True
annecorpz,False
pinoyinfluencer1,True
keyxiiee_,True
rylocastillo,True
findsbyraiii,True
tipidsavvy,True
aistyll,True
elysethetic2,True
itsvanmartinez,True
giftfindsph,True
beaaborres,True
zizifinds.co,True
wowsolidto,True
crishabibi,True
serenii.sn,True
angllm0,True
rs_maxxyen,True
guilleahgrasya,True
randomrecos22,True
_isabelleee7,True
102412rj,True
msel.ela,True
sanchezgladz,True
chinitaaadumpp,True
titabebeks,True
mhie362,True
you4lia,True
_hannymylovesosweet,True
adlfzeller,True
hellodivineb,True
danlaudit,True
eyleymar,True
mutyaorquia_03,True
karlpatacsil_,True
lheiyaaah,True
hubibi32,True
jamjavarez,True
mariprisgallogall,True
popochiiko,True
fitnessbydave,True
momstuff10,False
ryynngnzls,True
lableelj,True
kuya.jheffs,True
ashyyy_shh,True
yoyo.senpaiii,True
atchealthcarecompany,False
_allyananabong,True
selahb2ndacct,True
shul.sc03,True
celestinegonzaga_,True
joshdgreat17,False
angelica.gill26,True
sharyph,True
shopwithsonjie,False
ajmndm,True
kuyafany,True
eri_daily_,False
boxingismyfavorite,True
jhenn.07,False
blazyyy_finds,True
darwin.libantino,True
soimverycutesy,True
user61554631712767,True
boss_john8888,True
chatyline_07,True
miggymigs123,True
sangalangchie,True
recmar08,True
itsluna1322,True
xyrielmanabat_,True
hollylexi,True
madashnn,True
laidomingo19,True
chiiiyours,True
ms_gin20,True
bernpresas,True
_kittycart,True
mikee_morada,True
checkout1111,False
franchcometa,True
sprettycath,True
studywithharana,True
ilabmyselfsooomuch,True
tiktokshop.rensmedtek,True
napcy_shop,True
eckanijul,True
therealmakpangilinan,True
eyaselda,True
danitapaner,True
manalotwins_,True
clark_t21,True
ellxx753,True
angelkethsocials,True
davidmercadoofficial,True
gazepharmacist,True
budolnganiii23,False
abbygail4444,True
yanna.santillan_rph,True
bentambay25,True
aiyhennnice,True
ms.leasira,True
peonyyyyyy3,True
itsresyelmae,False
potato_chic,True
mamahcarol,True
tayshopfinds,True
mqquintos,True
roronoazoroshop,False
daniiiled,True
realkathmelendez,True
hzlcrdv,True
its.trishamayy,True
mikadlacruzz,True
jurryuy2ndacc,False
_4ela2,False
maria_francel,True
prin_sessaa,True
pr.ince_12,True
centrum.ph,False
febieann4,True
lordbobbytan,True
tiktokfinds.ph22,True
notme_jeni,True
cassiecorner03,False
super.renmario,False
myraphilippines,False
pinkperegrin,False
senioritaroxana,True
sixfigsminimum,False
disisvy,True
nat.n_ds3,True
ambrosia539,True
coco.marto,True
salveobarleydaily,False
mmum_me,False
mangwilmar,True
looksmaxxingstuff,False
yumifinds1,True
awrabriguela,True
_urshekainah,True
arnie3927,True
pereylierge,True
theresamat,True
findsbynadine,True
bossmarclim,False
saraobenita05,True
dhaniseflores,True
celestedp250,True
hannaalyshasdump,True
trishaysabel0312,True
recarics1,True
dasurichoi__,False
ash13shop,True
ishanglamona,True
moma.life.w.kaden,True
oliviadunes,True
caeeeek,True
vanyatantoco_,True
chiniichiii,True
agentmaxx,True
aizzzyyyyy,True
aceepaita,True
kurto1ogy,True
aspkyan,True
cyzamangubat77,True
mernaflores26,True
kudasai.official,True
gilliepot,True
camilleravida,True
iamnorymartinez,True
shanechanque73,True
girlie_gellay,True
judahpauloespero,True
jm_faustin0,True
angelyshop7.16,False
pusacoting01,True
tadjurama,True
yamiti.official,True
mihermosa222730,True
_kckm,True
in.grid_3113,True
g.gainsss,True
vanclefford,True
mommy_rochelle08,True
.claryang,True
arvynnmithi16,False
jhnmrkyyyy,True
carlexshop16,True
czaree_recos,True
mamiiikaiii,True
llessur04,False
renzoangeles_,True
essentialsjy,True
quickhealthph01,True
doc.kulot,True
heartbrave.22,False
nursedianahazel,True
nrailr,True
meng_martin,True
diannegalangquizon,True
jesuisinfermiere,True
rsnpremium,False
onlykyliepadilla,True
paulalicious08,True
sulithingz,True
mae_amor369,True
jannnrem,True
raraviajera,True
mariajoyce146,True
jhaica22,True
gorgious.ph,True
mmmy.anj1901,True
janaandalonzo,True
jenny.butihen1,False
msgray01,True
affordabess,True
naurvermind,False
amer.amama_01,True
sammynurse11,True
ellianajae_,True
watchaiv,True
everyday.with.vee,True
itsme.gela,True
cristelrosederla,True
rhioxoreo,False
stoicfindsph,True
kennethandrew22,True
cashmerepearlsanchez30,True
.jenrecos,True
reeceaalissey,True
kurtynah,True
loujeanxxx,True
yortyy11,True
mhamie_lheen,True
evrthingjy,True
itsmemsrave,False
prtty.amaya,True
vanillavixenn,True
jeymiiiiiiiiii,True
shamir_080699,False
kristinesadieroman,True
michpilapil1999,True
ninaellaine,True
missdimpleeee.cart,True
kiraycelisestopia,True
randomrecos11,True
sylvergib,True
lushoracosmetics24h,True
mamifinds70,True
jeshtuvera,True
shawn_julien,True
jezutrains,True
nina_ligason,True
iampate,True
kailamaemcway2,True
theresetiangco,True
craftmania8,False
byeol380,True
itsley49,True
aihori75,True
beautydustwellness,False
bernardostella_,True
clint.fit,True
rexj_30,False
lemuel.pogi,True
jackdelrosarioo,False
yunakia926,True
itsmejazzy57,True
khimmylania,True
mommy.best.finds,True
doc.starcey444,True
ligayahartvlogz,True
ruvross,True
maitorres16,True
khamiasaro,True
miss_daphne17,True
mssunshinejay,True
aileeeeeene,True
callme_shen2.5,True
_itsnicoleee.ugc,True
edg.trendyfinds,False
heyitsdah_,True
engraciaashley_,True
miezu_zy,False
ridewithrose,True
mchljm_,True
carlnganmd,True
ayaaaaaa_rn,True
mommyliezel4,True
mommylouisse7,True
yourfavvqueeny,True
berry_merci,True
skinnutriprof_sofia,True
novren_2,False
andrea_nazarrotiago,True
neiljustine_05,True
rccutie,True
missgracediscovery,True
peakmountfinds,True
gwentuazon_,True
nanie0433,True
_a.nbng,False
leng.taguiam,True
maerecos,True
isaylovee,True
fyp.shopey,False
patricia.cayetano,True
katgab_b,True
got.choo,True
letishavelasco,True
altinalatina,False
nashmia.ain,True
itsmeeealysa,False
godbless4t0,False
demiejavenar,True
inafeleo,True
ygb_elma,True
barbiearms0,False
aiks1296,True
onlyjasmyne_1,True
unica_0316,False
favsweet17,True
_apostoldaph,False
lovealltings,True
luckyleahabello,True
kulitanbrothers,False
joe.denzel,True
chloecaluag,True
kwaresmajaja,False
_pretut,False
miiilovely,True
paragisherbalteaproducts,True
kev_andrade,True
kimm_o14,True
bestbuy2021,False
slay_queen544,True
meiojhace,True
jayhigashiyama,True
ell199704,True
imkatth,True
kai118283,True
lancee.delacruz,True
itsclarisb,True
cheez_cake0,True
yuri_pael,True
bhengbeauty.finds,True
aaubreypaj,True
yladizon,True
recosbyjas1,True
chiripiepie,True
missylethal_23,False
foryourbeautyph,False
tiktokshop_09,False
jergiepauldaileg,True
rj.necio_rph,True
jenelrioja,True
mommykhayedailyvlog,False
ms.mera28,True
_things2buy,False
lucky.xerio,True
zcee_umali,True
nalyn6664,True
chellemi0211,True
kerybii,True
ellebarbacion,True
kylieee131,True
itsme.javee0914,True
carlojose007,True
rollynmdc,True
hifo555,False
gcsuico,True
buensyete8,True
realhustler.1,True
hulyodelacruz_,True
ronz1312,False
coleenlph,True
rosetrendy.finds,True
narsjinggay,True
akobaloy,True
moniqueortega1127,True
zahgrayaffiliate,True
aezyxxiv,True
yunizzzb,True
_tineelicious_,True
mclwindowshopping16,False
airahlunair,True
rand0m.thingstar,False
curatedbyjaguar,True
ayyangsbeautyproducts,True
kristinevitable,True
mrs_dschwartz,True
glowwithtine,False
moo0nlighttt,True
kinghenry.fan714,False
travelwith_joshua,False
mitchocochip,True
apengsshop,True
buy1take1shop,False
jsvee,False
shinduko.audrey,False
kyletalusig,False
ckdeleon_,True
its.adigncrn,True
_fyp615,True
syradiazfinds,True
gersavamay,True
rand0m.thingsheart,True
fevfonk,True
rmdeeee,False
._shangg,False
vinlynaturespharmacy,False
affiliatehiddengems,False
addtocartph2026,False
17_keyxiie,True
randombudolfindz,True
jicslr,True
recos.by_heira,False
ricemrcd,True
lennyestoya2,True
davidwanderer69,True
mommy_mhaya,True
thllpz333,False
eydontiktok,True
zhellannie,True
katsalmos,True
wetnielaborera,True
kalusugantipsph,True
mercuryking8,True
miauy05,True
brazil_renjieannb,True
loveleo_recos,True
ysabellee333,True
itzsoji,True
damonfromheaven__,True
aubreycaraan_,True
dafitsz,True
mommymaloushop,True
momchelebrielle,True
youngggme3,False
christinerefil24,True
_vanillagurl,False
bellamyshop2.0,True
jasric_shopp,False
jperaltaaaaa,True
_datboii.gian,False
she_tiktokfinds,False
johnnelborn,True
jessiellamendezpadolina,True
fvvtravis,True
h3atwave0,True
ghel.affiliate,True
bavamoon09,True
alexis.shan,True
thebestofme65,False
rkrictap_,True
dlyn0309,True
mamamerz1012,True
essenceph,True
gamtincris,True
beans19_,True
geminihoney00,True
shangshang6689,True
sanchaay,True
grasya24nd,True
kmbeautywellness,False
nyyy_xx0,True
kim.ignacio,True
rizzkrlrz,True
jiwel_raf,True
silksirennn,True
mnglynneth_4,True
iiikaaanngg,True
jillianmacalinao0,True
lenonlineshop,False
randomfinds063,False
doctoraxeri,True
creatively.dar,False
indayveloso,True
reysenpai00,False
shinyfinds06,True
jangjangs99,True
filipinosupermom,True
rbsbykimdelacerna0014,True
maryjoycampo28,True
teejaylegurpa,True
lovearashi08,True
usapangtype2diabetes,True
jal_ph,True
bbbbbbho11,True
__nami_anya__,True
montesjulia08,False
tingulle2,True
laurendaphne.gjccccc,True
jaclyn.aranza,True
zevrosss,True
disdisfinds,True
tiktokyshop8,True
shopmoreph,True
mharicakes,False
jnrmsrn,False
ashieeee_56,False
akos1borj,False
ms.reya.0_0,False
mommyja1406,False
bicolandia25,True
problemsolver.17,True
marienjillfederipe,False
peachysouldee,True
stephara.tiktokfi,True
jaydyoshop,True
lengggay06,True
stfh_r,True
mycare123,True
gwybrz_,True
katrinavdg,True
richbry13,False
msoldsoul1212,True
lodsdandy,True
mamerose_10,True
user6g4aqdzlu2,False
alexabulanadi,False
teamkate2,True
marriescabral21,True
rexiefrias,True
teews68,True
dr_cecille.08,True
laarni04,True
dnaztyshop,True
aura.fitted,True
fan.vlogs,True
docdansoy,True
cien.urquia,True
im_lyza,True
ev3rything.health,True
anne.rox10,True
jumz0911,True
juan_maws,True
ashbobie,True
karaysa2,True
reid_does_fitness,False
recosbyrosey,True
echo_fitness,True
popoy.care,True
kimmyyx_,True
_hazelnuts01,True
tita_docaira,True
maejamessulitfinds,True
gellyacey_,True
nessy_girl08,False
m.caffe57,True
zachtiktokshop2,True
joylau15,True
xylpher8,True
samiqtshop11,True
wearcelaph,True
mckevin0808,True
boss_win01,True
gladsecondshop,False
jess062302,True
bahayjeepney,False
be.still_,True
laleyyemeni,True
titojod,True
.4869nov21,False
mindechavez05,True
mr.xd_official,True
globalpicks3178,True
najmahacmad09,False
officialravevictoria,False
reevengenoves,True
jackyluste,True
audriekieranaaa,True
zerkseize,True
irezavenusnellasc,False
dhalclyde07,True
mommyritiktokfinds,True
ur_cancerr,False
andrellsilvestre,True
mayannshop25,True
sheen.kat,True
helloimkatz,True
kasueee23,True
momshiefinds08,True
jam_agda,True
xelextine_,False
mr.dreamboi2x,False
lunarah_3,False
shacastillo19,False
m.tc231,False
khalewsi,False
fypdailyhub,False
noda.lifts,True
prettyash_06,False
otsomarso,True
scarlett_astrid_26,True
love_ph91,True
mmelodyanne,True
markison_dnd,True
allyson.mcbride,True
findswithmsann,True
heydavie,True
atarah.faith.ilag,False
zzzr.0,True
aviegene,True
itsmeannlynmeryll,True
checkouthere1,True
lheeen1997,True
.leyrecos,True
lillycosmeticsph,False
foodieshop,False
mrmjsalon1995,True
tiktokfinds153,True
3luckyme3,True
mr_tabagwang,True
cherrylting,True
maebel2002,True
mommyniksssdiary,True
mon2326,True
shaveanna,True
rossee_vanny,True
leahmobile01,False
red.liva1,True
kisayquitiol,True
emierosee.dimaala,True
itsmeiab,True
yourshoppingbody1,False
pesomartonline,True
rosemariemadrigal2,True
faithdelacruz_,True
kayzeaa0,True
ka3nalou06,False
bodyfitbyeric,True
mindset.legazy,True
_jhnverse,True
mommy.yhanie,False
yassibenitez05,True
bbyshop62,False
ms_love026,True
_findsbyali,False
tempehqueenph,True
reginaasajarbacunawa,True
mhceacv,True
sa_findss,True
itsmejenny063,True
pauleenespina_,True
xen_recos,False
denimlab,True
verizenshop,True
nalyn_86,True
hazeleecollinsesp,True
jstn.dnd,True
ashzzen,True
ronnygotstyle,True
pinoyaffiliates,True
ju5tin02,False
heyitsmetin1,True
kimpeeee,True
stvryy_ke,False
itsyour_kat,True
eveliobarion,True
bykoleen,True
denbeee3,True
07shopsphere,False
kleacpineda,True
itzjeoong,True
ms.mariz.shop,True
_.jen.recos,True
mrsgura,True
dreishop10,True
itsmey_finds,True
hoyailoveyou,True
herrangel,True
raevenae,True
roanblyttt,True
ms.havenvanityroom,False
glyn.finds,True
jewel.parasdas,False
steph_healingjourney,False
kj4kerz,True
prettymomshop,True
rainy1823,True
gooddealsphtv,True
ronmae5,True
iriss_yours,True
greenlover167,False
islandgmaviey,False
healthteaph,True
dodithdeleon,True
camsydyy,True
natasha.dayuta,True
tapcart.ph,True
alonnahendrano8,True
tiktokaffilliatefaith,True
titamomorena,True
theelducalfamily2022,False
barbieforteza8doneyet,True
ehrajeanroman4,False
capricornvan004,True
jejuclub.co,True
kenjannn,True
chaanddenz,True
_mikeereyes,True
kathrineyuri,True
_kcncc_,False
sorsoganongmauragon123,False
alexcnsto,True
fresh_aura13,False
randomrecos.shop,False
wennieoway,True
nicoleeemo26,True
raregine15,True
misismatet,True
neeyanhua,True
harvey1105,True
akosibernald,True
yanibellz,True
riyo_tolentino,True
pinpinkbutter,True
danieline023,True
cie4nne,True
nursecelyn_ng_batangas,True
_kanuya4,True
justin_coveney,True
aibudolgadz,True
mryuanz_13,True
baculi59,True
pinkishhh5,False
theshowcase_,True
cel.castle,True
buitrealejandro,True
erimdyy,True
jilyumfinds,False
lovejanie168,True
sasang374,False
katchmeanywear,False
itsiceloriiiijellyyyy,False
badreydrey,False
jamesantero06,True
reca_pu10,True
its.me.enna.yay,True
sulitdealsshop3,True
jallyanndino,True
junboygarcia,True
happyshop470,False
careomsse,True
budoy.aer,True
pjusfer,True
trenatshop,True
cathychiong2,True
mmyysshhoopp,True
vane.mnrs,True
vcokezi,True
sbgsalveorganicbarley,True
chii.zuki,True
devinrey,False
abbyshop_affiliate,False
preciousmarlette,True
reezeflores,True
thecjreyes88,True
neshuwpp,True
jhiyahpelaez,True
rachelle42392,True
nnaaaya,True
andiebiotic820mg,True
chellysassy,True
joybasa_,True
ms.o10,True
nutricmaxx,True
dumpshkz,True
notrysthetics,True
norman_finds,False
shairapngnbn,True
juliana.denisee,True
jm.wellness23,False
ezekiel9640,True
starkulot06,False
_brellasima,True
cssndr28_,True
cutierojjjj,True
vhiannnn,True
bykaydee,True
kennyrogerrrzzzz,True
ernarmdio,True
fe.olshoop,True
missjesssssss,True
tita.frank,True
grasya5020,True
szstar159,True
katsienna,True
shop.me111688,True
91yhcb,True
anagfeleo,True
asdfreetea,False
ag.tiktokfindssss,False
brentmanalosana,False
emgutierrez10,False
cessaharah,True
xireal_nn,False
mamaye061,True
goodkidpaul,False
alii.ciiaa,True
only_ms.mae,True
pinoywellnesshub1,True
polamendoza__,True
getwellwithdro,True
jcendaya,True
official_alyannaa,True
rby.anne,True
heironymus00,True
soolucky68,False
angela.alvrez,True
mayumiglow,False
lhab.pnsln,True
jaiagpangan,True
clarence.grana,True
tipsnikuyajay,False
pretty_dap,False
erikajdy,True
ynahhhh0,True
yumirecosph,True
ajgo1998,True
andreacnslr,True
elamay181,False
mariellejpa,True
dasha_eden,True
_keith.3,True
jamesrecos,True
janelyn_lequigan,False
glutagen_c,True
bayuye_16,True
malou240918,True
its_jeff5,False
annlynmeryllonig_,True
livephotoshop.22,False
smartcart.a1,True
ciijay9,True
mjts92,True
reeldp.08,True
xtianbaquero,True
bastediaperdiaries,True
tonnahaffli,True
888niana,False
bodegaplusph,True
bryannreyez,True
norlyngamboa,True
justinejessa,True
teacherelma,True
aamarah3,True
jamesbrellon,True
jenardreoliquio,False
maesatsuki,True
teyayarn1,True
recosbywineth,True
celinenobleza,True
itspapaar07,False
mr.healthy.guy,True
mommykasoy02,True
beesexybeefit,False
maxy.picks,True
mrjmshne,False
ms.leah024,True
oodseller3,True
introvart26,True
roses_are_annierosie,False
iamkunz,True
mthslh,True
shopwith.jen,False
glowupavenue2026,False
noemimelencion,True
yayan_bonifacio,True
mervic30,True
maricelsenodriz,True
kervss_5,True
rapperturnedyapper,True
cutierecos,True
ferrerstrt,False
findanytingphil,True
mitcharizala3,False
hanabishi330,True
itsmepameron3,False
zirinibility,True
miss.jed_collection,True
brttnyshop,True
shirowades,True
jgcastle_19,False
lycanr0c23,True
xoxomsbee,True
jsph.slv,True
sharedbybel,False
strawberrycoco0,False
yinxyoo,False
deyvfits,True
hrveyyy,False
mykaspace,True
eyvoji,False
vibewithjey.em,False
evorifinds,False
misisbeee,True
michipichiii,True
everydayfindsbyjay,True
abcd0_012345678,True
khimberlyjoie20,True
erikaamara11,True
anieeeee0_2.0,True
_bingkaii,True
reco_thingss,True
michaelvillamor,True
mommy.gin4,True
idlemics,True
zhiazx,True
mgracias93,True
yunachiara,True
stylesensee,False
allysanglay,True
zakkia_shop,True
acris925,True
jharisah5,True
jasminjacinto22,True
iggyludlai,True
thalie20shop,False
tephyneriii,True
lilo.izme,True
love.gimmay,True
sapphire.chang,True
ellakulit18,True
frankiiidolo,False
marieldalida05,True
moon120400,True
loubernadine,True
viaaustria,False
yvavyyy,True
jeklydi23,True
ashting1,False
elianaaa.16,False
glamourpicks101,True
kathryn.shop.ph,True
alley_rmt,True
cathpfranco,True
joanapaper,True
iam.claudine.co,True
encabomj17,True
sheesarino,True
tyano00,True
solssoulshop,True
elyssaolazo_,True
itsgeminigirly,False
kylyboi,True
meatedfinds,True
glowtabyxiang,True
sai_dela_torre,True
rhaeanne21,True
shainadenniz,True
doydoyshop,True
findzzz09,False
supereynaaa,True
arielgongona,True
jjsnlo,True
ig.yourstrulynezxoxo,False
crisha.camilet,True
gwapa.finds,True
markluis546,True
maribel.a072,True
larquipz,True
iwantproblemsalways4,False
ricamaecastelo1,True
itsjulierecos,False
ii.zaharaaa,True
itsdianne.ugc,False
babycutiepi3,False
docglanee,True
deseveee,True
zee_q8,False
rexanderoco24,True
alaizaaad,True
lorcubes,True
renderandreview,True
ariellemybabyy,True
angelamada10,True
iam_iwa,True
yannafindsofficial,True
polaaafnds,True
urzee0,True
youfound_me444,True
ig.dianyyy6,False
mariz.alejandro,True
anneeloveeuuu,True
pia_divine,True
_marjorie888,False
micaaahgiron,True
axel2517,True
jennyrualmocera,True
koolnik,True
mk.ugcc,True
hazelbriones_,True
maecallano13,True
pepemartonline,False
jooreign,True
hinataelka,False
dolphskieperico,True
shanezyerra,True
mr_enchongdee,True
sangibear,True
rnicolramos,True
mohammadbagulmagnao,False
melveegonzales,True
sueanddana_shop,True
m.a.recto,True
mommychyle,True
romelyn1123,True
aestheticfinds1204,False
mr_lorbs1,True
hiddenleaf_finds,False
daragangmagayon06,True
bhebheloves_12,False
halimuyacee,True
23tin04,False
arjay.austria,True
malusog_na_juan,True
apple_winterr,True
findsbykaryle,True
kristine.shop.ph,True
elizabetz23,True
zephyr5715,True
kajaebulan15,False
alagang.pinoy,False
lizel.namay,False
queen2to,False
joannav___,True
mchefaybsherbal,True
favefindsshop06,False
muchmuch.12,False
felarcashop,True
joedelyn1998,False
inoue2899.ph,True
emee_pena.81724,False
shopni_eulane,True
julierecommends,True
sai_mompreneur,True
waves_2000,True
migsmadrigal,True
krismhar4,True
chefaybsparagislivehosts,True
sahjhocel19,True
rey.cool95,True
may.1011,True
crispin.sillan,True
mommyjeanandbella,True
aivideoss118,False
sulitdeals1,False
oohtellytelly,False
paupelaez_,False
kimdiacoma1999,True
lovestphniee,True
bingqgarcia,True
shiro_gal,True
ziah.246,False
ywnylapal,True
dr.kathniel,True
haisley.a,True
dap.gg,False
ratbuchopchop,True
xoxo.max2,True
ciannedominguez,True
prietoantiolasuma,False
valleza.01,True
itsmegrey_15,True
dailyoshop,False
aideks0,False
everythingfromlala,True
clickshopping12,False
loveljeyvs,True
nelshaaa03,True
sashopph,True
nathaliemae420,True
dilarayazz29,True
cring.shop,False
glowwithexzon,False
rianaej_,True
kamilafinds,True
diazleslies,True
aviannaasreco,True
lucylovesmore,True
ariellepowder,True
elleshop1818,False
lexkiel3,True
angelmoks1,True
_shoprose,True
thisisjewelll,True
franciaabcyn,True
tito.kenet,True
kusinadavao,False
ms.pinkish25,False
machetegoldphilippines,True
rgnadreaa,True
laurenmarie213,False
ms.gerelieofficial,True
ac.lagunzad,True
olivereugenkretz,True
kateabion,True
izmesasang,True
jepandjay,True
momma_april6,True
levitior,True
hanminskyei,True
trending.ph7,False
mommymuts_bella,True
allaboutaubrecos,True
yamiteshop,True
ricardo.cepeda_actor,True
renaliepontellano,True
monina_abuan,False
ugc.cha7,True
rhena1028,True
.mojack0,False
carl85902,True
_meowril,True
pinoy.ai76,True
rr_tal,False
alyssairish,False
applechoii,True
capt_queen,True
official_kenneth08,True
032820.d,True
skin_glow_buddy,True
jesseanne,True
judeandjaiden0426,True
markjoshar,False
hannah_yanah,False
ellasugajimin,False
yellow.basket0,False
jennifertiongsonr,True
nurse.kessiiiii,True
glowupwithinah,False
bertkingmanila,False
elyra.solenne,True
budolsnijames,True
chai_skiee,False
findsbyayiesha,True
sh4nfinds,True
kabombavlog,False
jane_aceees,True
im_blossom1234,True
mommyshie44,True
pinoy.ai.affiliate,False
shilohtiktokshop,True
pinkeuxie_,True
karlosalonga,True
preciouskimgarcia,False
checkoutwithalbert,False
cvte_selestia,True
fortunefemme777,True
s1zdadey,False
benrecooo_,True
yam081996,False
jean_n3,True
nala38014,True
iamemilayne,True
eljaymaeespacio,True
iannarodriguez,True
docjamponce,True
km_qtyj,False
shopmore123,True
majentina.246,True
titseralyssa,True
randomposst1,False
kisscasv,True
pammyrea,True
mmyrose28,True
lisa_rosselr,True
its_peeweex,True
dr.lyienho,True
budolfindsph0408,True
ugc.judy,True
